Course ID;Course Name;Credit Hours;Description;Major
CHBE 6410;Dynamic Behavior of Process Systems;3;Introduction to process dynamics.  Modeling of lumped systems with and without chemical reactions.  Lumped processes involving phase equilibrium. Distributed parameter systems.  Optimization of transient processes;Chemical & Biomolecular Engr
CHBE 6460;Microelectromechanical Devices;3;Introduces fundamental concepts and tools needed for the design, simulation and analysis of MEMS devices.  These include electrical, mechanical, radiant, thermal, magnetic and chemical domains.  Credit not allowed for both CHBE 6460 and ME 6460 or ECE 6460;Chemical & Biomolecular Engr
CHBE 6500;Mathematical Modeling and Analysis of Chemical Processes;3;Formulation and solution of mathematical models of a range of chemical processes with an emphasis on differential balances and incorporation of uncertainty;Chemical & Biomolecular Engr
CHBE 6600;Polymerization Reaction Engineering;3;Polymerization processes are analyzed with regard to reaction mechanism, kinetics, and reactor design.  Control of polymer structure during polymerization is emphasized;Chemical & Biomolecular Engr
CHBE 6608;Semiconductor Microlithography and Patterning;3;The study of fundamental issues from physics, chemistry, chemical engineering, and electrical engineering inherent in semiconductor microlithography, encompassing both materials and processes used for pattern definition;Chemical & Biomolecular Engr
CHBE 6609;Polymers in Microelectronics;3;Use of polymers in microelectronics applications such as photolithography, interlevel dielectrics, encapsulation, packaging, magnetic media, and optical storage;Chemical & Biomolecular Engr
CHBE 6610;Complex Fluids - Microstructure and Mechanical Properties;3;Complex fluids have interesting, practically relevant mechanical properties that arise from complex microstructures. This course covers fundamental physical principles, experimental characterization techniques and current topics;Chemical & Biomolecular Engr
CHBE 6634;Wet End Processing of Paper;3;Wet end colloidal and polymer science of papermaking processes.  Processing with fiber, mineral fillers, brighteners, and polymer additives;Chemical & Biomolecular Engr
CHBE 6701;Foundational Topics in the Manufacturing of Forest Bioproducts;3;The course provides comprehensive foundational knowledge of the industry enabling the student to understand the role of diverse manufacturing operations and to strategically plan improvements.  Course is cross-listed with MLDR 6701, CHBE 6741, ME 6741, CHEM 6741, MSE 6741, CHBE 6742, ME 6742, CHEM 6742, MSE 6742;Chemical & Biomolecular Engr
CHBE 6710;Microfluidics & Appl;3;This course explores the fundamentals of microfluidics and nanofluidics, and their applications, primarily in biological and medical sciences (e.g. biomolecular separations).  Credit not allowed for both CHBE 6710 and CHBE 4710;Chemical & Biomolecular Engr
CHBE 6741;Pulp and Paper Manufacture I;3;The fundamentals of pulp and paper technology are presented. Applications to the several unit operations used are explored and augmented by field trips and recent case studies. Crosslisted with ME 6741, CHBE 6701 and MLDR 6701;Chemical & Biomolecular Engr
CHBE 6742;Pulp and Paper Manufacture II;3;Papermaking technology is covered from a multidisciplinary engineering perspective with fundamental and practical considerations being addressed. Students participate in groups to run a pilot papermaking trial at the Henry Foundation in Savannah. Crosslisted with ME 6741, CHBE 6701 and MLDR 6701;Chemical & Biomolecular Engr
CHBE 6743;Fundamentals and Challenges for a Sustainable Chemical Enterprise;3;Life Cycle Inventory methodology will be explored as a means to develop new, sustainable products, materials and manufacturing processes;Chemical & Biomolecular Engr
CHBE 6745;Data Analytics for Chemical Engineers;3;Introduction to data analytics and machine learning techniques for chemical engineers. Application of basic regression, classification, dimensional reduction, and clustering techniques to chemical data sets;Chemical & Biomolecular Engr
CHBE 6746;Data-Driven Process Systems Engineering;3;This course covers theory of optimization and data-driven modeling methods, and examples of data-driven decision-making in the chemical process industry;Chemical & Biomolecular Engr
CHBE 6750;Preparation and Reactions of Polymers;3;A detailed treatment of the reactions involved in the synthesis of both human-made and natural polymers, including preparation and degradative reactions of polymer systems. Crosslisted with CHEM and PTFE 6750;Chemical & Biomolecular Engr
CHBE 6751;Physical Chemistry of Polymer Solutions;3;Study of polymer solutions, polymer miscibility, adsorption, sorption, plasticization, molecular weights, molecular weight distributions, and interfacial phenomena using thermodynamics and statistical mechanics. Crosslisted with CHEM, MSE, and PTFE 6751;Chemical & Biomolecular Engr
